"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
27001,"2022-10-28",42,technician,married,professional.course,no,no,no,cellular,nov,fri,21,6,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27002,"2022-10-28",29,management,married,university.degree,no,no,no,cellular,nov,fri,83,4,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27003,"2022-10-28",35,admin.,single,high.school,no,yes,no,cellular,nov,fri,86,3,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27004,"2022-10-28",42,technician,single,professional.course,no,yes,no,cellular,nov,fri,91,2,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27005,"2022-10-28",56,services,married,high.school,unknown,yes,no,cellular,nov,fri,254,5,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27006,"2022-10-28",56,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,149,4,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27007,"2022-10-28",42,blue-collar,single,professional.course,no,no,no,cellular,nov,fri,249,4,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27008,"2022-10-28",31,technician,married,university.degree,no,no,no,cellular,nov,fri,10,5,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27009,"2022-10-28",51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,3,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27010,"2022-10-28",42,management,married,basic.6y,no,yes,yes,cellular,nov,fri,81,6,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27011,"2022-10-28",57,admin.,divorced,university.degree,unknown,yes,no,cellular,nov,fri,6,7,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27012,"2022-10-28",54,retired,divorced,university.degree,no,no,yes,cellular,nov,fri,138,6,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27013,"2022-10-28",44,blue-collar,married,basic.6y,no,yes,no,cellular,nov,fri,275,2,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27014,"2022-10-28",37,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,312,3,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27015,"2022-10-28",45,admin.,divorced,university.degree,no,yes,yes,cellular,nov,fri,69,9,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27016,"2022-10-28",33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,37,2,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27017,"2022-10-28",56,technician,married,professional.course,unknown,yes,no,cellular,nov,fri,266,6,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27018,"2022-10-28",58,retired,divorced,professional.course,no,no,no,cellular,nov,fri,159,2,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27019,"2022-10-28",46,admin.,single,high.school,no,yes,yes,cellular,nov,fri,116,2,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27020,"2022-10-28",50,management,divorced,university.degree,no,yes,no,cellular,nov,fri,21,11,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27021,"2022-10-28",44,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,4,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27022,"2022-10-28",31,unemployed,single,basic.4y,no,yes,no,telephone,nov,fri,144,9,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27023,"2022-10-28",32,admin.,married,university.degree,no,yes,no,telephone,nov,fri,41,1,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27024,"2022-10-28",40,technician,single,university.degree,no,no,no,cellular,nov,fri,124,4,999,1,failure,-0.1,"93.2",-42.0,"4 021",5195,no
27025,"2022-10-28",43,services,single,high.school,unknown,no,no,cellular,nov,fri,298,2,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
27026,"2022-10-28",36,technician,single,unknown,no,no,no,cellular,nov,fri,86,1,999,0,nonexistent,-0.1,"93.2",-42.0,"4 021",5195,no
