"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
17001,"2022-10-18",43,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,732,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17002,"2022-10-18",47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,303,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17003,"2022-10-18",30,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,553,6,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17004,"2022-10-18",50,management,married,high.school,unknown,yes,no,cellular,jul,thu,90,6,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17005,"2022-10-18",38,technician,divorced,university.degree,no,yes,no,cellular,jul,thu,137,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17006,"2022-10-18",54,technician,married,professional.course,no,no,yes,cellular,jul,thu,268,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17007,"2022-10-18",47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,828,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17008,"2022-10-18",35,services,single,basic.9y,no,yes,no,cellular,jul,thu,136,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17009,"2022-10-18",33,admin.,married,university.degree,no,no,no,cellular,jul,thu,180,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17010,"2022-10-18",45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,367,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,yes
17011,"2022-10-18",38,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,513,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17012,"2022-10-18",48,admin.,married,basic.9y,no,yes,no,cellular,jul,thu,347,5,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17013,"2022-10-18",57,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,1173,4,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17014,"2022-10-18",41,entrepreneur,single,high.school,no,yes,no,telephone,jul,thu,153,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17015,"2022-10-18",57,admin.,married,university.degree,no,yes,no,cellular,jul,thu,73,10,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17016,"2022-10-18",56,unemployed,married,unknown,no,no,no,telephone,jul,thu,626,5,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17017,"2022-10-18",35,services,single,basic.9y,no,yes,no,cellular,jul,thu,123,5,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17018,"2022-10-18",35,technician,married,professional.course,no,yes,yes,cellular,jul,thu,77,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17019,"2022-10-18",28,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,263,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17020,"2022-10-18",34,technician,divorced,university.degree,no,no,no,cellular,jul,thu,91,10,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
17021,"2022-10-18",54,retired,single,high.school,no,yes,no,cellular,jul,thu,577,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 962",5228,no
