"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
34001,"2022-11-04",58,retired,married,university.degree,no,no,no,cellular,may,wed,109,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34002,"2022-11-04",35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,622,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,yes
34003,"2022-11-04",29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1966,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34004,"2022-11-04",27,blue-collar,married,university.degree,no,no,yes,cellular,may,wed,131,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34005,"2022-11-04",49,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,140,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34006,"2022-11-04",34,blue-collar,married,basic.6y,no,no,yes,cellular,may,wed,281,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34007,"2022-11-04",40,technician,married,basic.6y,no,yes,no,cellular,may,wed,156,5,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34008,"2022-11-04",45,blue-collar,single,basic.4y,no,yes,no,cellular,may,wed,161,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34009,"2022-11-04",33,admin.,married,university.degree,no,yes,yes,cellular,may,wed,44,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34010,"2022-11-04",32,technician,single,high.school,no,yes,no,cellular,may,wed,240,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34011,"2022-11-04",42,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,172,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34012,"2022-11-04",36,technician,married,professional.course,no,no,no,cellular,may,wed,127,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34013,"2022-11-04",49,management,single,professional.course,no,no,no,cellular,may,wed,248,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34014,"2022-11-04",39,technician,single,professional.course,no,yes,no,cellular,may,wed,115,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34015,"2022-11-04",26,admin.,single,high.school,no,yes,no,cellular,may,wed,38,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34016,"2022-11-04",42,services,married,basic.9y,no,yes,no,cellular,may,wed,201,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34017,"2022-11-04",42,technician,single,professional.course,no,no,no,cellular,may,wed,341,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34018,"2022-11-04",34,admin.,married,basic.6y,no,yes,no,cellular,may,wed,298,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34019,"2022-11-04",41,services,married,high.school,no,yes,no,cellular,may,wed,314,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,yes
34020,"2022-11-04",23,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,52,4,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34021,"2022-11-04",23,services,married,high.school,no,yes,no,cellular,may,wed,77,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34022,"2022-11-04",53,blue-collar,divorced,unknown,no,no,no,cellular,may,wed,390,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34023,"2022-11-04",49,unemployed,married,basic.4y,unknown,yes,no,cellular,may,wed,804,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34024,"2022-11-04",24,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,417,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34025,"2022-11-04",42,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,361,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34026,"2022-11-04",51,blue-collar,married,high.school,no,yes,no,cellular,may,wed,809,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,yes
34027,"2022-11-04",31,blue-collar,divorced,high.school,no,no,no,cellular,may,wed,156,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34028,"2022-11-04",31,admin.,single,university.degree,no,yes,no,cellular,may,wed,44,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34029,"2022-11-04",30,admin.,married,high.school,no,no,no,cellular,may,wed,166,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34030,"2022-11-04",41,services,married,high.school,no,yes,no,cellular,may,wed,58,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34031,"2022-11-04",40,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,76,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34032,"2022-11-04",39,blue-collar,married,high.school,no,yes,yes,cellular,may,wed,312,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34033,"2022-11-04",39,blue-collar,married,high.school,no,yes,no,cellular,may,wed,298,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34034,"2022-11-04",39,retired,single,basic.6y,unknown,yes,no,cellular,may,wed,466,1,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34035,"2022-11-04",31,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,829,1,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,yes
34036,"2022-11-04",37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,wed,291,8,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34037,"2022-11-04",33,admin.,single,university.degree,no,yes,no,cellular,may,wed,484,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34038,"2022-11-04",35,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,204,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34039,"2022-11-04",28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,169,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34040,"2022-11-04",24,admin.,single,high.school,no,yes,no,cellular,may,wed,437,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34041,"2022-11-04",34,unemployed,single,high.school,no,yes,no,cellular,may,wed,937,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,yes
34042,"2022-11-04",31,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,37,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34043,"2022-11-04",38,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,193,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34044,"2022-11-04",29,admin.,single,high.school,no,no,no,cellular,may,wed,230,4,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34045,"2022-11-04",49,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,204,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34046,"2022-11-04",35,admin.,married,high.school,no,yes,no,cellular,may,wed,163,2,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34047,"2022-11-04",58,management,married,basic.6y,unknown,no,no,cellular,may,wed,159,2,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34048,"2022-11-04",34,unemployed,single,high.school,no,yes,no,cellular,may,wed,1970,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,yes
34049,"2022-11-04",32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,358,2,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34050,"2022-11-04",34,admin.,single,high.school,no,yes,no,cellular,may,wed,195,2,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34051,"2022-11-04",34,blue-collar,married,unknown,unknown,yes,no,telephone,may,wed,1302,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,yes
34052,"2022-11-04",31,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,96,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34053,"2022-11-04",44,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,154,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34054,"2022-11-04",51,self-employed,married,basic.9y,no,no,no,telephone,may,wed,246,2,12,1,success,-1.8,"92 893",-46.2,"1 281",5099,no
34055,"2022-11-04",30,student,single,university.degree,unknown,yes,yes,cellular,may,wed,122,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34056,"2022-11-04",42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,276,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34057,"2022-11-04",33,admin.,single,university.degree,no,no,no,cellular,may,wed,151,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34058,"2022-11-04",35,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,297,2,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34059,"2022-11-04",31,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,119,2,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34060,"2022-11-04",38,management,married,university.degree,no,yes,no,cellular,may,wed,172,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
34061,"2022-11-04",33,management,married,university.degree,no,yes,yes,cellular,may,wed,74,3,999,1,failure,-1.8,"92 893",-46.2,"1 281",5099,no
34062,"2022-11-04",51,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,187,3,999,0,nonexistent,-1.8,"92 893",-46.2,"1 281",5099,no
