"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
22001,"2022-10-23",36,technician,married,professional.course,no,yes,no,cellular,aug,wed,174,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22002,"2022-10-23",40,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22003,"2022-10-23",53,admin.,married,high.school,no,no,no,cellular,aug,wed,245,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22004,"2022-10-23",30,technician,single,professional.course,no,no,yes,cellular,aug,wed,443,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22005,"2022-10-23",41,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,176,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22006,"2022-10-23",34,entrepreneur,married,basic.9y,unknown,yes,no,cellular,aug,wed,156,10,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22007,"2022-10-23",53,admin.,married,high.school,no,no,no,cellular,aug,wed,552,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22008,"2022-10-23",32,admin.,married,university.degree,no,no,yes,cellular,aug,wed,280,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22009,"2022-10-23",29,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,243,5,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22010,"2022-10-23",34,admin.,married,university.degree,no,no,no,cellular,aug,wed,358,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22011,"2022-10-23",57,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,430,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22012,"2022-10-23",31,technician,married,university.degree,unknown,no,no,cellular,aug,wed,132,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22013,"2022-10-23",43,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,380,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22014,"2022-10-23",32,admin.,single,university.degree,no,no,no,cellular,aug,wed,327,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22015,"2022-10-23",48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,627,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
22016,"2022-10-23",37,admin.,married,university.degree,no,yes,no,cellular,aug,wed,251,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22017,"2022-10-23",47,housemaid,divorced,basic.9y,no,yes,no,cellular,aug,wed,175,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22018,"2022-10-23",56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,687,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22019,"2022-10-23",45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,395,6,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22020,"2022-10-23",46,self-employed,married,university.degree,no,no,no,cellular,aug,wed,696,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22021,"2022-10-23",47,technician,married,professional.course,no,yes,no,cellular,aug,wed,175,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22022,"2022-10-23",32,self-employed,married,high.school,no,yes,no,cellular,aug,wed,304,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22023,"2022-10-23",33,technician,married,high.school,no,yes,no,cellular,aug,wed,129,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22024,"2022-10-23",48,services,married,high.school,no,yes,no,cellular,aug,wed,132,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22025,"2022-10-23",43,admin.,married,university.degree,no,no,yes,cellular,aug,wed,291,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22026,"2022-10-23",43,admin.,married,university.degree,no,no,no,cellular,aug,wed,420,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22027,"2022-10-23",35,management,married,university.degree,unknown,yes,yes,cellular,aug,wed,216,7,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22028,"2022-10-23",39,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,975,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22029,"2022-10-23",56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,881,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22030,"2022-10-23",32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,157,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22031,"2022-10-23",50,admin.,married,university.degree,no,no,yes,cellular,aug,wed,92,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22032,"2022-10-23",34,technician,married,high.school,no,yes,no,cellular,aug,wed,135,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22033,"2022-10-23",55,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,252,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22034,"2022-10-23",31,technician,married,university.degree,unknown,no,no,cellular,aug,wed,93,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22035,"2022-10-23",45,unemployed,married,basic.9y,no,yes,no,cellular,aug,wed,68,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22036,"2022-10-23",54,admin.,married,university.degree,no,no,no,cellular,aug,wed,174,5,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
22037,"2022-10-23",45,technician,divorced,professional.course,unknown,unknown,unknown,cellular,aug,wed,170,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
