"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
10001,"2022-10-11",28,admin.,single,university.degree,no,no,no,telephone,jun,wed,203,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10002,"2022-10-11",30,services,married,high.school,no,yes,no,telephone,jun,wed,138,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10003,"2022-10-11",25,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,107,19,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10004,"2022-10-11",45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,409,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10005,"2022-10-11",40,admin.,single,university.degree,no,no,yes,telephone,jun,wed,48,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10006,"2022-10-11",37,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,83,10,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10007,"2022-10-11",45,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,199,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10008,"2022-10-11",49,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,wed,122,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10009,"2022-10-11",42,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,218,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10010,"2022-10-11",35,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,93,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10011,"2022-10-11",50,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,222,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10012,"2022-10-11",56,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,wed,378,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10013,"2022-10-11",43,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,93,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10014,"2022-10-11",35,management,single,unknown,no,unknown,unknown,telephone,jun,wed,514,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10015,"2022-10-11",53,unknown,married,high.school,unknown,no,no,telephone,jun,wed,89,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10016,"2022-10-11",30,self-employed,single,university.degree,no,no,no,telephone,jun,wed,58,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10017,"2022-10-11",32,entrepreneur,married,high.school,unknown,no,no,telephone,jun,wed,850,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 959",5228,no
10018,"2022-10-11",32,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,307,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10019,"2022-10-11",40,admin.,married,high.school,unknown,no,no,telephone,jun,thu,89,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10020,"2022-10-11",38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,71,12,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10021,"2022-10-11",54,housemaid,divorced,unknown,no,yes,no,telephone,jun,thu,52,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10022,"2022-10-11",59,technician,married,university.degree,no,no,no,telephone,jun,thu,136,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10023,"2022-10-11",45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,542,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10024,"2022-10-11",40,admin.,married,university.degree,no,no,no,telephone,jun,thu,265,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10025,"2022-10-11",27,student,single,high.school,no,yes,no,telephone,jun,thu,84,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10026,"2022-10-11",55,retired,divorced,high.school,no,no,no,telephone,jun,thu,410,16,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10027,"2022-10-11",37,admin.,single,university.degree,no,yes,no,telephone,jun,thu,93,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10028,"2022-10-11",53,technician,married,unknown,no,yes,no,telephone,jun,thu,134,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10029,"2022-10-11",56,management,married,university.degree,no,no,no,telephone,jun,thu,403,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10030,"2022-10-11",39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,36,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
10031,"2022-10-11",29,services,married,high.school,no,yes,no,telephone,jun,thu,109,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 958",5228,no
