"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
3001,"2022-10-04",35,technician,married,professional.course,no,no,no,telephone,may,wed,402,1,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3002,"2022-10-04",54,self-employed,married,professional.course,unknown,no,no,telephone,may,wed,252,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3003,"2022-10-04",36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,360,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3004,"2022-10-04",26,student,single,high.school,no,no,no,telephone,may,wed,852,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3005,"2022-10-04",27,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,241,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3006,"2022-10-04",44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,wed,133,4,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3007,"2022-10-04",28,services,married,unknown,no,no,no,telephone,may,wed,98,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3008,"2022-10-04",53,retired,divorced,high.school,no,unknown,unknown,telephone,may,wed,574,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3009,"2022-10-04",46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,274,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3010,"2022-10-04",49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,154,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3011,"2022-10-04",33,admin.,married,university.degree,no,no,no,telephone,may,wed,122,4,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3012,"2022-10-04",30,student,single,unknown,unknown,no,no,telephone,may,wed,166,4,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3013,"2022-10-04",29,admin.,single,high.school,no,yes,yes,telephone,may,wed,167,3,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3014,"2022-10-04",51,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,91,7,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3015,"2022-10-04",55,admin.,married,high.school,no,yes,no,telephone,may,wed,133,4,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3016,"2022-10-04",41,admin.,single,high.school,no,no,no,telephone,may,wed,594,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3017,"2022-10-04",39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,86,2,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3018,"2022-10-04",49,management,married,university.degree,no,no,no,telephone,may,wed,166,3,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3019,"2022-10-04",39,blue-collar,divorced,unknown,no,no,no,telephone,may,wed,302,10,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3020,"2022-10-04",30,admin.,married,university.degree,no,yes,no,telephone,may,wed,303,4,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3021,"2022-10-04",31,services,married,high.school,no,no,no,telephone,may,wed,636,6,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3022,"2022-10-04",59,blue-collar,divorced,basic.4y,no,no,no,telephone,may,wed,341,5,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
3023,"2022-10-04",33,blue-collar,single,high.school,no,no,no,telephone,may,wed,483,3,999,0,nonexistent,1.1,"93 994",-36.4,"4 859",5191,no
