"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
15001,"2022-10-16",34,entrepreneur,married,professional.course,no,yes,no,cellular,jul,thu,109,4,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15002,"2022-10-16",30,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,397,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15003,"2022-10-16",38,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,69,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15004,"2022-10-16",36,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,thu,264,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15005,"2022-10-16",29,admin.,married,high.school,no,no,no,cellular,jul,thu,48,7,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15006,"2022-10-16",44,technician,single,professional.course,no,yes,no,cellular,jul,thu,90,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15007,"2022-10-16",28,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,72,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15008,"2022-10-16",34,entrepreneur,married,professional.course,no,yes,no,cellular,jul,thu,94,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15009,"2022-10-16",41,technician,married,professional.course,no,yes,yes,cellular,jul,thu,539,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15010,"2022-10-16",32,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,317,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15011,"2022-10-16",24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,yes
15012,"2022-10-16",25,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,144,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15013,"2022-10-16",26,services,single,high.school,no,no,yes,cellular,jul,thu,126,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15014,"2022-10-16",42,services,married,high.school,no,yes,yes,cellular,jul,thu,302,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15015,"2022-10-16",44,technician,single,professional.course,no,yes,yes,cellular,jul,thu,123,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15016,"2022-10-16",47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,114,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15017,"2022-10-16",25,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,235,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15018,"2022-10-16",35,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,196,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15019,"2022-10-16",35,unemployed,married,high.school,no,no,yes,telephone,jul,thu,84,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15020,"2022-10-16",26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,106,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15021,"2022-10-16",31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,thu,151,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15022,"2022-10-16",54,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,102,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15023,"2022-10-16",25,blue-collar,married,basic.4y,no,no,yes,cellular,jul,thu,521,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15024,"2022-10-16",36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,181,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15025,"2022-10-16",35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,50,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15026,"2022-10-16",55,housemaid,divorced,unknown,unknown,yes,no,cellular,jul,thu,80,5,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15027,"2022-10-16",26,technician,divorced,unknown,unknown,no,no,cellular,jul,thu,187,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15028,"2022-10-16",40,services,married,basic.9y,no,yes,no,cellular,jul,thu,158,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15029,"2022-10-16",49,services,single,high.school,no,yes,yes,cellular,jul,thu,205,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15030,"2022-10-16",49,self-employed,married,university.degree,no,no,no,cellular,jul,thu,114,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15031,"2022-10-16",40,services,married,basic.9y,no,no,no,cellular,jul,thu,228,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15032,"2022-10-16",24,services,single,high.school,no,no,no,cellular,jul,thu,20,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15033,"2022-10-16",35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,628,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15034,"2022-10-16",35,blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,117,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15035,"2022-10-16",24,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,418,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15036,"2022-10-16",48,admin.,married,high.school,unknown,yes,yes,cellular,jul,thu,64,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15037,"2022-10-16",28,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,302,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15038,"2022-10-16",30,blue-collar,single,basic.9y,no,yes,no,telephone,jul,thu,17,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15039,"2022-10-16",45,services,married,basic.9y,no,no,no,cellular,jul,thu,50,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15040,"2022-10-16",44,admin.,married,university.degree,no,no,no,cellular,jul,thu,72,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15041,"2022-10-16",32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,72,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15042,"2022-10-16",29,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,258,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15043,"2022-10-16",32,admin.,married,university.degree,no,no,no,cellular,jul,thu,45,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15044,"2022-10-16",45,admin.,single,university.degree,no,yes,no,cellular,jul,thu,544,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15045,"2022-10-16",49,technician,divorced,high.school,no,no,no,cellular,jul,thu,124,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15046,"2022-10-16",31,services,single,basic.9y,no,yes,no,cellular,jul,thu,753,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,yes
15047,"2022-10-16",43,blue-collar,single,basic.6y,no,yes,no,cellular,jul,thu,391,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15048,"2022-10-16",49,services,single,high.school,no,yes,no,cellular,jul,thu,72,6,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15049,"2022-10-16",31,student,single,university.degree,no,no,no,cellular,jul,thu,84,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15050,"2022-10-16",29,admin.,single,university.degree,no,no,no,cellular,jul,thu,686,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15051,"2022-10-16",31,student,single,university.degree,no,yes,no,cellular,jul,thu,277,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15052,"2022-10-16",27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,64,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
15053,"2022-10-16",49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,388,1,999,0,nonexistent,1.4,"93 918",-42.7,"4 958",5228,no
