"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
37001,"2022-11-07",34,admin.,married,high.school,no,no,no,cellular,jul,fri,59,7,999,0,nonexistent,-2.9,"92 469",-33.6,"1 059",5076,no
37002,"2022-11-07",35,technician,married,university.degree,no,yes,no,cellular,jul,fri,236,2,999,0,nonexistent,-2.9,"92 469",-33.6,"1 059",5076,no
37003,"2022-11-07",56,retired,married,high.school,no,yes,yes,cellular,jul,fri,308,2,999,0,nonexistent,-2.9,"92 469",-33.6,"1 059",5076,yes
37004,"2022-11-07",46,admin.,single,university.degree,no,yes,no,cellular,jul,mon,413,5,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,no
37005,"2022-11-07",43,entrepreneur,single,unknown,no,no,no,cellular,jul,mon,96,3,999,1,failure,-2.9,"92 469",-33.6,"1 048",5076,no
37006,"2022-11-07",31,admin.,single,university.degree,no,yes,no,cellular,jul,mon,202,4,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,yes
37007,"2022-11-07",25,student,single,unknown,no,no,no,telephone,jul,mon,116,3,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,no
37008,"2022-11-07",30,admin.,single,university.degree,no,no,yes,cellular,jul,mon,207,2,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,no
37009,"2022-11-07",23,student,single,high.school,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,yes
37010,"2022-11-07",37,admin.,married,university.degree,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,yes
37011,"2022-11-07",28,services,single,university.degree,no,yes,no,cellular,jul,mon,316,4,999,0,nonexistent,-2.9,"92 469",-33.6,"1 048",5076,yes
37012,"2022-11-07",53,admin.,married,high.school,no,no,no,cellular,jul,tue,964,1,999,1,failure,-2.9,"92 469",-33.6,"1 044",5076,yes
37013,"2022-11-07",33,management,married,university.degree,no,yes,no,cellular,jul,tue,429,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,yes
37014,"2022-11-07",41,admin.,married,university.degree,no,yes,no,cellular,jul,tue,826,1,999,1,failure,-2.9,"92 469",-33.6,"1 044",5076,no
37015,"2022-11-07",38,admin.,married,university.degree,no,yes,no,cellular,jul,tue,422,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37016,"2022-11-07",42,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37017,"2022-11-07",37,admin.,married,high.school,no,no,no,cellular,jul,tue,106,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37018,"2022-11-07",25,student,single,unknown,unknown,yes,no,cellular,jul,tue,371,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,yes
37019,"2022-11-07",50,admin.,married,high.school,no,yes,no,cellular,jul,tue,98,2,999,1,failure,-2.9,"92 469",-33.6,"1 044",5076,no
37020,"2022-11-07",46,admin.,divorced,high.school,no,unknown,unknown,cellular,jul,tue,297,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,yes
37021,"2022-11-07",30,self-employed,single,university.degree,no,yes,no,cellular,jul,tue,185,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37022,"2022-11-07",26,services,single,high.school,no,yes,no,cellular,jul,tue,407,1,13,1,success,-2.9,"92 469",-33.6,"1 044",5076,yes
37023,"2022-11-07",31,services,single,university.degree,no,no,no,telephone,jul,tue,82,2,999,1,failure,-2.9,"92 469",-33.6,"1 044",5076,no
37024,"2022-11-07",25,student,single,high.school,no,yes,no,cellular,jul,tue,112,1,999,1,failure,-2.9,"92 469",-33.6,"1 044",5076,no
37025,"2022-11-07",29,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,611,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37026,"2022-11-07",26,unemployed,single,high.school,no,yes,no,cellular,jul,tue,445,1,999,0,nonexistent,-2.9,"92 469",-33.6,"1 044",5076,no
37027,"2022-11-07",23,student,single,high.school,no,yes,no,cellular,jul,tue,682,2,13,1,success,-2.9,"92 469",-33.6,"1 044",5076,yes
