"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
21001,"2022-10-22",58,technician,married,high.school,no,yes,no,cellular,aug,thu,260,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21002,"2022-10-22",30,technician,married,professional.course,no,no,no,cellular,aug,thu,107,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21003,"2022-10-22",36,self-employed,married,basic.9y,unknown,no,no,cellular,aug,thu,1184,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21004,"2022-10-22",31,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,208,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21005,"2022-10-22",31,housemaid,married,basic.6y,no,yes,yes,telephone,aug,thu,698,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21006,"2022-10-22",49,technician,married,professional.course,no,yes,yes,cellular,aug,thu,11,14,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21007,"2022-10-22",57,technician,single,university.degree,unknown,yes,yes,cellular,aug,thu,433,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21008,"2022-10-22",53,blue-collar,married,basic.6y,unknown,unknown,unknown,cellular,aug,thu,134,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21009,"2022-10-22",39,management,married,university.degree,no,yes,no,cellular,aug,thu,80,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21010,"2022-10-22",59,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21011,"2022-10-22",53,admin.,married,high.school,unknown,no,no,cellular,aug,thu,201,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21012,"2022-10-22",30,admin.,married,high.school,unknown,yes,yes,cellular,aug,thu,1151,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21013,"2022-10-22",33,technician,married,professional.course,no,no,yes,cellular,aug,thu,189,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21014,"2022-10-22",33,technician,married,professional.course,no,yes,yes,cellular,aug,thu,168,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21015,"2022-10-22",47,admin.,married,university.degree,no,yes,no,cellular,aug,thu,61,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21016,"2022-10-22",32,technician,single,university.degree,no,yes,no,cellular,aug,thu,388,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21017,"2022-10-22",34,technician,married,university.degree,no,no,no,telephone,aug,thu,122,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21018,"2022-10-22",35,management,married,high.school,no,yes,no,cellular,aug,thu,448,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21019,"2022-10-22",58,admin.,married,university.degree,no,yes,no,telephone,aug,thu,60,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21020,"2022-10-22",47,admin.,married,university.degree,no,no,no,cellular,aug,thu,167,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21021,"2022-10-22",49,blue-collar,married,basic.4y,no,yes,no,telephone,aug,thu,92,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21022,"2022-10-22",50,technician,single,university.degree,no,yes,no,cellular,aug,thu,350,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21023,"2022-10-22",31,technician,single,professional.course,no,no,no,cellular,aug,thu,449,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21024,"2022-10-22",49,blue-collar,married,basic.4y,no,yes,no,telephone,aug,thu,158,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21025,"2022-10-22",55,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,388,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21026,"2022-10-22",44,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,145,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21027,"2022-10-22",48,technician,married,professional.course,unknown,no,no,cellular,aug,thu,112,8,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21028,"2022-10-22",32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,217,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21029,"2022-10-22",32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21030,"2022-10-22",31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,337,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21031,"2022-10-22",30,technician,single,professional.course,no,yes,yes,cellular,aug,thu,94,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21032,"2022-10-22",45,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,thu,425,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21033,"2022-10-22",49,technician,divorced,professional.course,unknown,no,no,cellular,aug,thu,377,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21034,"2022-10-22",42,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu,52,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21035,"2022-10-22",31,technician,married,university.degree,no,yes,no,cellular,aug,thu,168,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21036,"2022-10-22",47,admin.,married,university.degree,no,unknown,unknown,cellular,aug,thu,1231,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21037,"2022-10-22",35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,41,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21038,"2022-10-22",35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,347,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21039,"2022-10-22",41,management,married,university.degree,no,yes,no,cellular,aug,thu,789,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21040,"2022-10-22",35,technician,single,professional.course,no,yes,no,cellular,aug,thu,636,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21041,"2022-10-22",35,technician,married,professional.course,no,yes,yes,telephone,aug,thu,34,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21042,"2022-10-22",47,technician,married,university.degree,no,yes,no,cellular,aug,thu,65,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21043,"2022-10-22",31,technician,married,professional.course,unknown,unknown,unknown,telephone,aug,thu,128,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21044,"2022-10-22",35,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,884,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21045,"2022-10-22",46,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,63,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21046,"2022-10-22",51,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,187,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21047,"2022-10-22",31,technician,single,high.school,no,yes,no,cellular,aug,thu,170,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21048,"2022-10-22",51,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,129,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21049,"2022-10-22",33,admin.,single,university.degree,no,no,no,cellular,aug,thu,277,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21050,"2022-10-22",47,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,84,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21051,"2022-10-22",50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,219,7,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21052,"2022-10-22",34,technician,single,university.degree,no,yes,yes,cellular,aug,thu,38,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21053,"2022-10-22",34,technician,single,university.degree,no,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21054,"2022-10-22",33,technician,married,professional.course,no,no,no,cellular,aug,thu,155,5,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21055,"2022-10-22",59,retired,married,university.degree,unknown,no,no,cellular,aug,thu,91,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21056,"2022-10-22",31,technician,married,professional.course,unknown,yes,yes,telephone,aug,thu,31,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21057,"2022-10-22",46,services,married,high.school,unknown,yes,no,cellular,aug,thu,65,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21058,"2022-10-22",41,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu,120,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21059,"2022-10-22",31,technician,married,professional.course,unknown,yes,yes,cellular,aug,thu,49,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21060,"2022-10-22",34,admin.,married,university.degree,no,yes,no,telephone,aug,thu,365,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21061,"2022-10-22",34,admin.,married,university.degree,no,yes,no,cellular,aug,thu,248,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21062,"2022-10-22",31,admin.,single,high.school,no,yes,yes,cellular,aug,thu,101,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21063,"2022-10-22",35,admin.,single,university.degree,no,no,yes,cellular,aug,thu,85,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21064,"2022-10-22",53,technician,married,professional.course,no,yes,no,cellular,aug,thu,178,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21065,"2022-10-22",30,technician,single,professional.course,no,yes,no,cellular,aug,thu,138,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21066,"2022-10-22",29,technician,single,university.degree,no,yes,no,telephone,aug,thu,234,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21067,"2022-10-22",47,blue-collar,married,unknown,unknown,no,no,telephone,aug,thu,753,13,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21068,"2022-10-22",54,self-employed,married,high.school,no,yes,yes,cellular,aug,thu,904,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,yes
21069,"2022-10-22",54,technician,married,professional.course,no,no,no,cellular,aug,thu,478,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21070,"2022-10-22",31,technician,married,high.school,no,no,no,cellular,aug,thu,124,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21071,"2022-10-22",47,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,227,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21072,"2022-10-22",29,technician,single,university.degree,no,yes,no,telephone,aug,thu,226,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21073,"2022-10-22",47,blue-collar,married,unknown,unknown,no,yes,cellular,aug,thu,163,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21074,"2022-10-22",43,housemaid,divorced,professional.course,no,no,yes,cellular,aug,thu,306,5,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21075,"2022-10-22",54,self-employed,married,high.school,no,no,no,cellular,aug,thu,89,4,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21076,"2022-10-22",29,technician,married,university.degree,no,yes,no,telephone,aug,thu,137,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21077,"2022-10-22",51,management,married,university.degree,no,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21078,"2022-10-22",54,technician,married,professional.course,no,yes,yes,cellular,aug,thu,64,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21079,"2022-10-22",51,management,married,university.degree,no,yes,no,cellular,aug,thu,386,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21080,"2022-10-22",33,housemaid,married,professional.course,no,yes,no,cellular,aug,thu,110,1,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21081,"2022-10-22",54,self-employed,married,high.school,no,yes,no,cellular,aug,thu,136,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21082,"2022-10-22",37,technician,single,professional.course,no,yes,no,cellular,aug,thu,286,2,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
21083,"2022-10-22",29,technician,single,university.degree,no,yes,no,telephone,aug,thu,119,3,999,0,nonexistent,1.4,"93 444",-36.1,"4 964",5228,no
