"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
14001,"2022-10-15",53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,yes
14002,"2022-10-15",35,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,324,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14003,"2022-10-15",29,services,married,basic.9y,no,yes,no,cellular,jul,fri,1389,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14004,"2022-10-15",31,admin.,single,high.school,unknown,no,no,telephone,jul,fri,61,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14005,"2022-10-15",25,unemployed,married,high.school,unknown,no,no,cellular,jul,fri,120,10,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14006,"2022-10-15",35,admin.,married,high.school,no,no,no,cellular,jul,fri,213,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14007,"2022-10-15",45,management,married,unknown,no,yes,no,cellular,jul,fri,121,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14008,"2022-10-15",45,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri,636,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14009,"2022-10-15",30,services,single,high.school,no,yes,no,cellular,jul,fri,80,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14010,"2022-10-15",28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,fri,330,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14011,"2022-10-15",40,technician,single,professional.course,no,yes,yes,cellular,jul,fri,919,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14012,"2022-10-15",38,technician,single,university.degree,no,yes,no,cellular,jul,fri,210,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14013,"2022-10-15",46,admin.,married,university.degree,unknown,no,yes,cellular,jul,fri,71,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14014,"2022-10-15",50,admin.,divorced,basic.9y,no,no,no,cellular,jul,fri,452,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14015,"2022-10-15",31,blue-collar,married,professional.course,unknown,no,no,cellular,jul,fri,255,3,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14016,"2022-10-15",40,technician,single,professional.course,no,no,no,cellular,jul,fri,260,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14017,"2022-10-15",58,admin.,divorced,high.school,no,no,no,cellular,jul,fri,666,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14018,"2022-10-15",55,admin.,married,university.degree,no,no,yes,telephone,jul,fri,498,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14019,"2022-10-15",30,admin.,married,university.degree,no,no,no,cellular,jul,fri,344,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14020,"2022-10-15",42,technician,divorced,university.degree,no,no,no,cellular,jul,fri,221,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14021,"2022-10-15",27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,189,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14022,"2022-10-15",31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14023,"2022-10-15",36,services,single,high.school,no,no,no,cellular,jul,fri,70,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14024,"2022-10-15",30,unemployed,married,basic.9y,no,no,no,cellular,jul,fri,154,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14025,"2022-10-15",28,housemaid,married,high.school,no,no,no,cellular,jul,fri,271,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14026,"2022-10-15",30,admin.,married,university.degree,no,no,no,cellular,jul,fri,159,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14027,"2022-10-15",41,self-employed,married,basic.9y,no,no,no,cellular,jul,fri,134,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14028,"2022-10-15",36,blue-collar,single,high.school,no,no,no,telephone,jul,fri,470,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14029,"2022-10-15",52,technician,married,professional.course,no,no,no,cellular,jul,fri,221,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
14030,"2022-10-15",30,admin.,married,university.degree,no,no,no,cellular,jul,fri,1164,2,999,0,nonexistent,1.4,"93 918",-42.7,"4 963",5228,no
